"","x"
"40715",0
"40788",0
"40827",0
"40829",0
"40852",0
"40864",0
"40962",0
"41009",0
"41079",0
"41233",0
"41335",0
"41445",0
"41711",0
"41971",0
"42027",0
"42133",0
"42227",0
"42281",0
"42967",0
"43240",0
"43388",0
"43716",0
"43722",0
"44768",0
"46053",0
"46324",0
"47079",0
"47782",0
"48378",0
"48503",0
"48587",0
"48767",0
"48815",0
"49000",0
"49080",0
"49360",0
"49690",0
"49900",0
"50557",0
"51788",0
"51949",0
"51954",0
"52211",0
"52436",0
"53436",0
"53802",0
"54171",0
"54394",0
"54562",0
"54569",0
"54633",0
"55532",0
"55533",0
"55537",0
"55548",0
"55549",0
"55956",0
"56326",0
"56475",0
"57059",0
"57390",0
"58175",0
"60182",0
"60224",0
"61111",0
"61978",0
"62046",0
"62374",0
"62654",0
"62679",0
"63143",0
"63768",0
"63865",0
"65147",0
"65391",0
"66000",0
"66098",0
"66102",0
"66282",0
"66572",0
"68334",1
"68335",0
"68735",1
"68867",0
"68894",0
"69376",0
"69831",0
"69868",0
"70023",0
"70092",0
"70126",0
"70264",0
"70288",0
"70291",0
"70813",0
"70921",0
"71252",0
"71333",0
"71450",0
"71456",0
"71583",0
"72210",0
"72269",0
"72342",0
"73933",0
"74056",0
"74976",0
"75230",0
"75937",0
"76527",0
"77055",0
"77534",0
"77655",0
"77675",0
"77683",0
"77702",0
"77980",0
"78033",0
"78069",0
"78109",0
"78187",0
"78372",0
"78400",0
"78438",0
"78476",0
"78477",0
"78500",0
"78553",0
"78588",0
"78614",0
"78749",0
"78785",0
"78799",0
"78820",0
"78824",0
"78827",0
"78871",0
"78947",0
"79042",0
"79122",0
"79162",0
"79167",0
"79178",0
"79197",0
"79211",0
"79224",0
"79250",0
"79256",0
"79272",0
"79291",0
"79294",0
"79296",0
"79303",0
"79334",0
"79436",0
"79477",0
"79545",0
"79554",0
"79568",0
"79572",0
"80541",0
"80550",0
"80558",0
"80563",0
"80565",0
"80613",0
"80892",0
"81520",0
"81960",0
"81987",0
"82434",0
"82436",0
"83157",0
"83316",0
"83629",0
"83642",0
"83691",0
"83714",0
"83719",0
"83795",0
"83836",0
"83839",0
"83968",0
"83979",0
"84074",0
"84085",0
"84108",0
"84691",0
"84827",0
"84829",0
"84967",0
"85078",0
"85264",0
"85922",0
"86000",0
"86424",0
"86446",0
"86770",0
"86992",0
"87375",0
"87465",0
"87503",0
"88697",0
"89983",0
"90460",0
"90646",0
"92196",0
"93196",0
"94341",0
"94385",0
"96675",0
"96891",0
"96896",0
"97347",0
"97680",0
"98036",0
"99159",0
"99162",0
"101089",0
"101249",0
"101536",0
"102905",0
"103178",0
"103599",0
"103740",0
"103741",0
"103742",0
"103753",0
"103773",0
"103775",0
"103776",0
"103833",0
"103876",0
"103890",1
"103893",0
"104273",0
"104277",0
"104280",0
"104457",0
"104674",0
"104708",0
"104709",0
"104731",0
"104748",0
"104763",0
"104764",0
"104769",0
"104770",0
"104772",0
"104779",0
"104781",0
"104821",0
"104827",0
"104830",0
"104835",0
"104853",0
"104855",0
"104889",0
"104911",0
"104912",0
"104915",0
"104916",0
"104932",0
"104933",0
"104937",0
"104938",0
"104939",0
"104940",0
"104941",0
"104959",0
"105004",1
"105008",0
"105018",0
"105042",0
"105057",0
"105060",0
"105136",0
"105177",0
"105507",0
"105733",0
"105796",0
"107482",0
"107629",0
"107791",0
"108100",0
"110438",0
"111071",0
"112460",0
"112563",0
"114695",0
"115154",0
"116944",0
"117494",0
"118188",0
"118522",0
"119102",0
"119417",0
"120903",0
"121683",0
"122106",0
"122332",0
"122350",0
"122480",0
"123051",0
"123380",0
"123451",0
"123517",0
"124056",0
"124686",0
"125370",0
"125401",0
"125827",0
"125831",0
"125939",0
"125959",0
"126020",0
"126224",0
"126274",1
"126286",0
"127193",0
"127469",0
"127535",0
"128158",0
"128627",0
"130110",0
"130527",0
"130607",0
"130994",0
"131311",1
"131842",0
"132004",1
"132183",0
"133837",0
"133860",0
"134513",0
"135327",0
"136050",0
"136122",0
"136149",0
"136410",0
"137271",0
"137607",0
"138303",0
"138655",0
"138755",0
"139295",0
"139586",0
"139848",0
"141621",0
"143118",0
"143205",0
"143421",0
"145363",0
"145894",0
"146085",0
"146234",0
"146589",0
"146735",0
"147260",0
"147396",0
"147671",0
"147694",0
"147924",0
"148479",0
"149321",0
"149735",0
"150121",0
"150190",0
"150608",0
"150637",0
"150721",0
"150893",0
"150894",0
"150901",0
"151415",0
"151758",0
"151796",0
"152361",0
"152423",0
"152492",0
"152563",0
"152582",0
"152588",0
"152606",0
"152619",0
"152692",0
"152710",0
"152727",0
"152832",0
"152874",0
"152937",0
"152967",0
"152968",0
"152978",0
"152992",0
"153002",0
"153013",0
"153048",0
"153061",0
"153149",0
"153171",0
"153356",0
"153466",0
"153529",0
"153675",0
"153768",0
"153792",0
"153813",0
"153863",0
"153907",0
"154000",0
"154016",0
"154024",0
"154054",0
"154082",0
"154173",0
"154184",0
"154189",0
"154281",0
"154637",0
"154800",0
"154846",0
"154871",0
"154880",0
"155071",0
"155140",0
"155284",0
"155295",0
"155317",0
"155391",0
"155465",0
"155503",0
"155598",0
"155604",0
"155622",0
"155716",0
"155776",0
"155843",0
"155916",0
"156176",0
"156213",0
"156232",0
"156350",0
"156426",0
"156463",0
"156466",0
"156468",0
"156485",0
"156487",0
"156498",0
"156516",0
"156559",0
"156618",0
"156787",0
"157290",0
"157784",0
"158086",0
"158396",0
"158482",0
"158511",0
"159558",0
"159983",0
"159992",0
"160175",0
"160341",0
"160342",0
"160910",0
"161089",0
"161127",0
"161177",0
"161425",0
"161512",0
"161986",0
"162149",0
"162150",0
"162153",0
"162579",1
"162587",0
"162733",0
"163219",0
"163362",0
"163465",0
"163571",0
"163703",0
"163704",0
"164018",0
"164093",0
"164674",0
"164945",0
"165688",0
"165882",0
"166358",0
"166394",0
"166563",0
"166582",0
"169073",0
"169873",0
"169902",0
"170103",0
"170891",0
"171455",0
"171484",0
"171571",0
"171849",0
"171891",0
"173516",0
"173931",0
"176003",0
"177213",0
"177383",0
"177594",0
"177855",0
"178939",0
"178944",0
"179185",0
"179936",0
"180023",0
"180264",0
"180755",0
"180808",1
"181152",0
"182822",0
"183089",0
"184407",0
"184864",0
"185186",0
"185419",0
"186931",0
"187032",0
"187361",0
"187381",0
"187418",0
"187763",0
"188088",0
"188186",0
"188798",0
"190814",0
"192584",0
"192728",0
"194303",0
"194679",0
"195450",0
"195680",0
"196118",0
"196520",0
"196640",0
"196686",0
"197287",0
"198326",0
"198424",0
"199012",0
"199016",0
"199041",0
"199468",0
"201882",0
"201894",0
"201986",0
"202195",0
"202369",0
"202673",0
"202896",0
"203036",0
"203267",0
"204092",0
"204487",0
"204494",0
"204566",0
"204628",0
"204866",0
"204977",0
"205508",0
"206337",0
"206479",0
"206482",0
"207224",0
"207256",0
"208194",0
"208200",0
"208588",0
"208718",0
"209944",0
"210927",0
"210936",0
"211248",0
"211574",0
"212242",0
"212329",0
"212351",0
"213145",0
"213279",0
"214287",0
"214692",0
"215830",0
"215860",0
"215975",0
"216344",0
"216352",0
"217199",0
"217304",0
"217516",0
"218963",0
"219206",0
"220048",0
"220412",0
"220543",0
"221689",0
"222082",0
"222484",0
"222835",0
"222923",0
"223940",0
"224827",1
"225321",0
"225342",1
"225427",0
"226073",0
"227096",0
"227131",0
"228457",0
"229214",0
"229399",0
"229463",0
"229512",0
"230168",0
"230574",0
"230575",0
"230673",0
"231112",0
"231218",0
"231275",0
"231988",0
"232250",0
"232572",0
"232678",0
"234433",0
"234435",0
"237164",0
"239059",0
"239453",0
"240431",0
"240840",0
"243286",0
"243406",0
"243531",0
"245735",0
"246004",0
"247551",0
"249054",0
"249522",0
"250604",0
"251575",0
"254377",0
"254478",0
"254705",0
"256830",0
"256873",0
"258907",0
"259092",0
"259413",0
"259726",0
"260709",0
"261869",0
"261942",0
"262268",0
"264129",0
"264948",0
"265554",0
"265621",0
"267497",0
"267738",0
"267751",0
"267935",0
"269181",0
"270074",0
"270429",0
"270430",0
"272267",0
"272685",0
"274799",0
"275009",0
"275634",0
"275886",0
"277479",0
"278021",0
"278506",0
"278681",0
"279515",0
"280440",0
"280821",0
"282546",0
"282892",0
"283610",0
"283614",0
"284623",0
"285751",0
"285772",0
"285871",0
"286291",0
"286415",0
"286868",0
"287188",0
"288260",0
"290368",0
"290615",0
"290982",0
"291878",0
"292933",0
"292936",0
"293460",0
"293628",0
"293633",0
"293692",0
"293704",0
"294841",0
"294998",0
"295644",0
"295692",0
"295716",0
"295731",0
"295738",0
"296141",0
"296312",0
"296989",0
"297030",0
"297613",0
"298529",0
"298917",0
"299364",0
"300815",0
"301489",0
"301839",0
"302537",0
"302715",0
"303238",0
"304099",0
"304726",0
"304923",0
"305188",0
"305615",0
"305881",0
"306471",0
"306527",0
"306639",0
"307198",0
"308800",0
"309123",0
"309824",0
"310973",0
"311525",0
"311613",0
"311889",0
"311898",0
"311899",0
"313889",0
"314154",0
"314200",0
"314338",0
"314552",0
"315616",0
"315964",0
"316129",0
"317157",0
"317540",0
"321472",0
"323279",0
"325505",0
"325647",0
"325703",0
"326139",0
"326685",0
"327516",0
"327897",0
"327995",0
"328464",0
"328589",0
"328632",0
"328652",0
"329486",0
"329826",0
"330363",0
"330874",0
"332869",0
"333002",0
"333119",0
"333120",0
"333127",0
"333128",0
"333136",0
"333169",0
"333184",0
"333209",0
"333211",0
"333212",0
"333612",0
"333615",0
"333617",0
"333623",0
"333624",0
"333627",0
"333628",0
"333631",0
"333632",0
"333636",0
"333637",0
"333640",0
"333641",0
"333660",0
"333682",0
"333834",0
"333890",0
"334082",0
"334111",0
"334415",0
"334419",0
"334495",0
"334602",0
"334631",0
"334633",0
"334653",0
"334658",0
"334674",1
"335260",0
"335339",1
"335377",0
"335378",0
"335387",0
"335390",0
"335685",0
"335699",0
"335708",0
"335711",0
"335714",0
"335716",0
"335717",0
"335726",0
"335837",0
"335841",0
"335844",0
"335845",0
"335846",0
"335955",0
"335971",0
"336004",0
"336005",0
"336050",0
"336052",0
"336053",0
"336069",0
"336073",0
"336074",0
"336081",0
"336082",0
"336109",0
"336112",0
"336145",0
"336154",0
"336191",0
"336232",0
"336325",0
"336326",0
"336327",0
"336332",0
"336344",0
"336345",0
"336353",0
"336360",0
"336369",0
"336370",0
"336400",0
"336405",0
"336422",1
"336428",0
"336431",1
"336439",0
"336441",0
"336442",0
"336504",0
"336550",0
"336590",0
"336592",0
"336611",0
"336617",0
"336620",0
"336728",0
"336771",0
"336772",0
"336774",0
"336777",0
"336779",0
"336808",0
"336812",0
"336818",0
"336826",0
"336827",0
"336834",0
"336840",0
"336846",0
"336847",0
"336852",0
"336853",0
"336854",0
"336855",0
"336864",0
"336865",0
"336873",0
"336878",0
"336881",0
"336882",0
"337150",0
"337154",0
"337161",0
"337163",0
"337820",0
"337990",0
"338043",0
"338180",0
"338293",0
"338294",0
"338297",0
"338302",0
"338322",0
"338323",0
"338325",0
"338329",0
"338330",0
"338337",0
"338338",0
"338344",0
"338345",0
"338346",0
"338347",0
"338350",0
"338351",0
"338354",0
"338401",0
"338415",0
"338416",0
"338417",0
"338423",0
"338426",0
"338435",0
"338443",0
"338448",0
"338449",0
"338451",0
"338452",0
"338456",0
"338457",0
"338458",0
"338465",0
"338473",0
"338474",0
"338489",0
"338561",0
"338587",0
"338588",0
"338600",0
"338607",0
"338608",0
"338618",0
"338648",0
"338669",0
"338682",0
"338683",0
"338685",0
"338690",0
"338692",0
"338719",0
"338768",0
"338774",0
"338775",0
"338777",0
"338789",0
"338790",0
"338791",0
"338792",0
"338844",0
"338845",0
"338876",0
"338903",0
"338960",0
"338963",0
"338983",0
"339085",0
"339837",0
"340132",0
"340372",0
"340617",0
"340632",0
"341174",0
"342146",0
"342340",0
"343056",0
"344444",0
"344866",0
"345141",0
"345583",0
"346275",0
"346564",0
"347775",0
"348304",0
"348365",0
"348381",0
"348383",0
"349735",0
"350598",0
"353309",0
"353365",0
"353742",0
"355803",0
"356528",0
"356534",0
"357278",0
"357311",0
"359249",0
"361565",0
"361764",0
"361765",0
"361782",0
"361794",0
"361825",0
"361833",0
"361932",0
"362179",0
"363464",0
"364227",0
"364241",0
"364700",0
"364724",0
"364854",0
"365328",0
"367053",0
"367122",0
"367824",0
"368023",0
"368079",0
"368115",0
"368131",0
"368767",0
"369528",0
"369644",0
"369651",0
"369660",0
"369685",0
"369686",0
"369690",0
"369702",0
"369830",0
"370181",0
"370328",0
"370331",0
"370520",0
"370600",0
"370602",0
"370607",0
"370611",0
"370614",0
"370615",0
"370720",0
"370734",0
"370750",0
"370751",0
"370754",0
"370827",0
"370941",0
"371037",0
"371041",0
"371042",0
"371237",0
"371297",0
"371744",0
"371955",0
"371969",0
"372285",0
"372465",0
"372599",0
"372913",0
"373282",0
"373283",0
"373930",0
"373942",0
"373980",0
"374055",0
"374148",0
"374150",0
"374162",0
"374173",0
"374221",0
"374350",0
"374353",0
"374391",0
"374429",0
"374561",0
"374613",0
"374697",0
"374707",0
"374795",0
"374876",0
"374882",0
"374906",0
"374925",0
"374927",0
"374931",0
"374939",0
"375117",0
"375147",0
"375259",0
"375294",0
"375364",0
"376774",0
"377014",0
"377865",0
"378407",0
"379271",0
"379528",0
"379642",0
"381705",0
"383460",0
"383480",0
"383716",0
"384380",0
"384899",0
"385193",1
"386013",0
"386432",0
"386935",0
"387353",0
"389757",0
"391616",0
"391655",0
"391853",0
"392261",0
"392479",0
"393142",0
"393308",0
"393952",0
"394933",0
"395764",0
"396120",0
"396199",1
"396811",0
"396896",0
"397260",0
"397275",0
"397451",0
"397829",0
"397894",0
"401088",0
"401318",0
"401572",0
"401678",0
"403364",0
"403920",0
"403980",0
"404075",0
"404130",0
"404326",0
"404740",0
"406109",0
"406136",0
"407167",0
"407411",0
"407877",0
"408723",0
"408842",0
"409152",0
"409824",0
"411386",0
"412339",0
"413498",0
"413508",0
"413727",0
"414486",0
"414641",0
"414838",0
"416689",0
"417169",0
"417445",0
"420008",0
"420873",0
"421942",0
"422394",0
"422434",0
"422457",0
"422606",0
"422740",0
"422848",0
"422879",0
"423202",0
"423515",0
"423536",0
"423722",0
"423731",0
"423737",0
"423741",0
"423775",0
"423802",0
"423856",0
"423868",0
"423872",0
"423883",0
"423898",0
"423939",0
"423950",0
"423954",0
"423970",0
"423971",0
"423989",0
"424002",0
"424026",0
"424051",0
"424052",0
"424054",1
"424058",0
"424069",1
"424079",0
"424083",0
"424089",0
"424092",0
"424108",0
"424143",0
"424699",0
"424725",0
"424733",0
"424758",0
"424792",0
"424814",0
"424868",0
"424896",0
"424909",0
"424951",0
"424982",0
"425059",0
"425076",0
"425079",0
"425081",0
"425134",0
"425145",0
"425159",0
"425342",0
"425343",0
"425345",0
"425507",0
"425538",0
"425541",0
"425637",0
"425878",0
"426128",0
"426194",0
"426201",0
"426220",0
"426222",0
"426235",0
"426255",0
"426397",0
"426453",0
"426484",0
"426500",0
"426514",0
"426530",0
"426532",0
"426591",0
"426592",0
"426601",0
"426606",0
"426607",0
"426626",0
"426679",0
"426688",0
"426733",0
"426762",0
"426798",0
"426814",0
"426889",0
"426948",0
"426969",0
"426971",0
"426973",0
"426977",0
"426978",0
"426979",0
"426983",0
"426984",0
"426988",0
"426989",0
"426991",0
"426992",0
"426993",0
"426994",0
"426998",0
"427242",0
"427360",0
"427765",0
"427944",0
"428009",0
"428021",0
"428207",0
"428208",0
"428209",0
"428218",0
"428219",0
"428220",0
"428222",0
"428230",0
"428244",0
"428245",0
"428247",0
"428328",0
"428450",0
"428487",0
"428515",1
"428525",0
"428568",1
"428585",0
"428589",0
"428597",0
"428598",0
"428698",0
"428699",0
"428772",0
"428806",0
"428832",0
"428841",0
"429000",0
"429088",0
"429209",0
"429247",0
"429309",0
"429387",0
"429416",1
"429418",0
"429436",0
"429440",0
"429452",0
"429498",0
"429546",0
"429608",0
"429685",0
"429688",0
"429693",0
"429717",0
"429718",0
"429721",0
"429722",0
"429727",0
"429731",0
"429747",0
"429748",0
"429749",0
"429751",0
"429881",0
"430016",0
"430169",0
"430220",0
"430384",0
"430447",0
"430465",0
"430490",0
"430606",0
"430757",0
"430844",0
"430897",0
"430898",0
"430937",0
"431133",0
"431251",0
"431304",0
"431345",0
"431376",0
"431421",0
"431428",0
"431435",0
"431447",0
"431454",0
"431526",0
"431545",0
"431554",0
"431782",0
"431823",0
"431876",0
"431882",0
"432076",0
"432099",0
"432140",0
"432180",0
"432251",0
"432253",0
"432270",0
"432403",0
"432537",0
"432640",0
"432662",0
"432698",0
"432706",0
"432855",0
"432902",0
"432923",0
"432935",0
"432977",0
"433516",0
"433623",0
"434382",0
"434983",0
"435191",0
"435265",0
"436248",0
"438159",0
"440639",0
"441140",0
"441590",0
"441824",0
"441936",0
"443278",0
"444352",0
"445091",0
"445781",0
"445995",0
"446166",0
"447412",0
"449396",0
"450566",0
"450641",0
"450713",0
"452427",0
"452730",0
"453059",0
"453367",0
"453471",0
"454123",0
"454168",0
"454296",0
"454334",0
"454974",0
"455072",0
"455256",0
"455737",0
"455743",0
"455762",0
"456282",0
"456595",0
"456677",0
"457453",0
"459386",0
"459388",0
"460414",0
"460843",0
"465202",0
"465301",0
"469817",0
"470847",0
"471403",0
"471578",0
"471584",0
"471704",0
"472119",0
"472708",0
"472752",0
"473226",0
"473388",0
"473895",0
"473970",0
"474064",0
"474375",0
"474380",0
"474440",0
"474478",0
"474673",0
"474736",0
"475154",0
"475181",0
"475218",0
"475386",0
"475451",0
"475463",0
"475649",0
"475728",0
"475735",0
"475792",0
"475865",0
"476016",0
"476043",0
"476085",0
"476105",0
"476395",0
"476449",0
"476456",0
"477046",0
"477237",0
"477641",0
"477643",0
"477757",0
"479635",0
"481377",0
"481534",0
"481572",0
"482611",0
"482917",0
"482952",0
"483268",0
"483289",0
"483295",0
"483301",0
"483938",0
"484008",0
"484599",0
"485656",0
"485813",0
"486336",0
"487328",0
"487576",0
"487855",0
"488040",0
"488451",0
"488984",0
"489076",0
"489938",0
"490139",0
"490392",0
"490620",0
"491250",0
"491594",0
"491745",0
"492153",0
"493327",0
"493702",0
"494396",0
"494997",0
"495158",0
"497163",0
"497314",0
"497494",0
"497685",0
"498534",0
"498560",0
"499227",0
"499634",0
"500342",0
"501355",0
"501538",0
"501618",0
"501862",0
"502592",0
"503216",0
"503346",0
"503357",0
"503878",0
"504097",0
"504507",0
"505285",0
"505977",0
"507031",0
"507047",0
"507266",0
"507524",0
"507797",0
"508441",0
"509119",0
"509956",0
"510109",0
"510678",1
"512347",0
"513260",1
"513460",0
"513612",0
"513893",0
"515805",0
"516658",0
"517361",0
"518438",0
"518990",0
"521421",0
"523924",0
"523960",0
"524894",0
"525836",0
"526625",0
"526895",0
"527898",0
"527957",0
"528935",0
"528976",0
"530916",0
"533550",0
"534104",0
"534694",0
"535670",0
"535698",0
"535891",0
"537053",0
"540064",0
"541204",0
"541265",0
"541766",0
"542017",0
"542517",0
"542983",0
"544448",0
"544464",0
"545364",0
"545980",0
"546150",0
"546360",0
"546591",0
"546917",0
"549366",0
"550088",0
"550518",0
"551528",0
"552498",0
"553443",1
"553512",0
"553616",1
"554043",0
"554280",0
"555369",0
"555994",0
"557333",0
"557381",0
"558504",0
"559922",0
"560618",0
"561005",0
"561779",0
"561780",0
"562570",0
"563423",0
"563745",0
"564160",0
"564591",0
"564874",0
"565173",0
"565658",0
"569553",0
"569634",0
"569658",0
"569692",0
"569729",0
"569735",0
"569748",0
"569751",0
"569752",0
"569761",0
"569791",0
"569792",0
"569824",0
"569826",0
"569832",0
"569833",0
"569841",0
"569842",0
"569847",0
"569848",0
"569850",0
"569852",0
"569856",0
"569862",0
"569866",0
"569869",0
"569871",0
"569891",0
"569893",0
"569898",0
"569899",0
"569925",0
"569955",0
"570514",0
"570554",1
"570639",0
"570725",0
"570964",0
"571061",0
"571088",0
"571100",0
"571118",0
"571162",0
"571221",0
"571234",0
"571241",0
"571324",0
"571365",0
"571441",0
"571621",0
"571752",0
"571897",0
"572594",0
"573224",0
"573265",0
"573814",0
"573845",0
"574171",0
"575682",0
"575871",0
"575910",0
"576651",0
"576981",0
"577083",0
"577196",0
"577208",0
"577270",0
"577383",0
"577581",0
"578123",0
"578138",0
"578139",0
"578170",0
"578358",0
"579045",0
"579154",0
"579165",0
"579202",0
"579215",0
"579264",0
"579306",0
"579434",0
"579821",0
"579843",0
"579893",1
"579918",0
"580056",0
"580175",0
"580180",0
"580199",0
"580200",0
"580230",1
"580275",0
"580401",0
"580451",0
"580514",0
"580531",0
"580541",0
"580548",0
"580563",0
"580602",0
"580608",0
"580697",0
"580775",0
"580776",0
"581343",0
"581375",0
"581387",0
"581415",0
"581456",0
"581468",0
"581487",0
"581534",0
"581587",0
"582009",0
"582122",0
"582212",0
"582217",0
"582249",0
"582442",0
"582463",0
"582499",0
"583174",0
"583641",0
"584020",0
"584174",0
"584441",0
"585314",0
"585348",0
"585412",0
"585894",0
"588864",0
"588946",0
"589539",0
"590439",0
"591508",0
"591513",0
"591863",0
"592300",0
"593680",0
"597819",0
"598332",0
"598478",0
"598591",0
"599871",0
"600119",0
"601346",0
"601928",0
"602549",0
"604304",0
"605153",0
"605675",0
"607680",0
"607995",0
"608040",0
"608778",0
"609257",0
"610123",0
"610731",0
"610934",0
"611051",0
"612160",0
"612582",0
"614037",0
"614869",0
"616091",0
"617708",0
"617832",0
"618268",0
"620628",0
"621601",0
"621674",0
"623275",1
"623279",0
"623281",1
"623300",0
"623301",0
"623303",0
"623424",0
"623561",0
"623570",0
"623575",0
"623897",0
"624028",0
"625539",0
"627488",0
"627688",0
"628867",0
"628898",0
"629243",0
"629928",0
"630725",0
"631046",0
"631197",0
"631217",0
"631225",0
"631257",0
"631265",0
"631274",0
"631280",1
"631283",0
"631327",0
"631343",0
"631344",0
"631357",0
"631363",0
"631365",0
"631371",0
"631372",0
"631380",0
"631383",0
"631385",0
"631389",0
"631392",0
"631394",0
"631431",0
"631926",0
"631937",0
"631946",0
"631998",0
"632066",0
"632150",0
"632214",0
"632248",0
"632458",0
"633252",0
"633261",0
"634634",0
"634818",0
"635226",0
"635636",0
"636249",0
"636405",0
"636706",0
"636934",0
"636953",0
"637322",0
"637733",0
"637925",0
"638215",0
"638283",0
"640865",0
"640957",1
"643231",0
"644020",1
"645463",0
"645818",0
"645831",0
"648005",0
"648859",0
"648993",0
"649597",0
"651415",0
"651663",0
"653878",0
"653895",0
"654876",0
"655166",0
"655509",0
"655989",0
"656103",0
"656146",0
"656158",0
"656166",0
"656268",0
"656441",0
"656844",0
"657084",0
"657145",0
"657149",0
"657272",0
"657278",0
"657898",0
"658207",0
"659023",0
"659273",0
"659344",0
"659909",0
"660780",0
"662204",0
"662441",0
"662723",1
"662914",0
"664252",1
"664794",0
"665296",0
"665765",0
"667514",0
"668519",0
"668699",0
"669036",0
"669401",0
"670548",0
"671409",0
"672502",0
"672503",0
"672508",0
"672515",0
"672535",0
"672613",0
"672724",0
"672738",0
"672744",0
"673167",0
"673172",0
"673241",0
"673317",0
"673347",1
"673567",0
"673610",1
"673613",0
"673616",0
"673776",0
"673787",0
"674513",0
"674972",0
"675018",0
"675114",0
"675147",0
"675148",0
"675149",0
"675152",0
"675153",0
"675154",0
"675155",0
"675157",0
"675159",0
"675160",0
"675164",0
"675165",0
"675173",0
"675174",0
"675179",0
"675182",0
"675184",0
"675186",0
"675676",0
"676591",0
"677572",0
"677688",0
"680008",0
"680118",0
"680308",0
"681430",0
"681431",0
"681815",0
"681819",0
"683832",0
"684366",0
"684394",0
"684817",0
"685345",0
"685464",0
"685525",0
"685611",0
"685794",0
"686048",0
"686132",0
"686267",0
"686314",0
"686658",0
"686797",0
"686903",0
"686930",0
"686975",0
"687413",0
"688403",0
"688795",0
"690170",0
"690453",0
"690468",0
"691391",0
"691890",0
"694534",0
"695157",0
"696071",0
"696920",0
"698971",0
"699720",0
"699843",0
"701991",0
"704141",0
"704243",0
"704246",0
"704247",0
"705534",0
"706969",0
"707254",0
"707336",0
"707337",0
"707922",0
"709229",0
"710325",0
"710416",0
"711397",0
"711700",0
"712696",0
"713313",0
"714443",0
"715043",0
"715536",0
"715659",0
"716325",0
"716921",0
"717484",0
"717486",0
"718967",0
"718987",0
"719356",0
"719739",0
"720058",0
"720710",0
"721376",0
"723845",0
"723998",0
"725193",0
"725510",0
"726706",0
"726819",0
"727212",0
"727724",0
"729307",0
"731045",0
"732422",0
"734661",0
"734820",0
"735675",0
"736218",0
"736221",0
"736298",0
"736682",0
"736713",0
"738525",0
"738905",0
"739025",0
"739440",0
"739594",0
"742628",0
"742637",0
"742971",0
"744114",0
"744357",0
"744824",0
"744900",0
"745532",0
"745820",0
"745852",0
"746246",0
"746349",0
"746724",0
"747784",0
"748332",0
"748962",0
"749894",0
"751300",0
"751950",0
"752002",0
"752346",0
"752805",0
"753565",0
"754189",0
"756219",0
"756980",0
"757142",0
"757185",0
"757591",0
"758325",0
"758526",0
"760109",0
"760118",0
"760666",0
"761004",0
"761110",0
"761112",0
"761142",0
"761143",0
"761158",0
"761317",0
"761824",0
"762208",0
"762215",0
"762480",0
"762730",0
"763034",0
"763516",0
"763877",0
"764669",0
"764820",0
"764825",0
"764844",0
"764891",0
"764921",0
"764951",0
"764998",0
"765153",0
"765466",0
"765642",0
"766648",0
"767010",0
"767417",0
"767419",0
"767673",0
"768006",1
"769136",0
"769615",1
"769666",0
"769965",0
"770043",0
"770090",0
"770395",0
"771276",0
"771930",0
"772026",0
"773371",0
"773500",0
"773812",0
"775642",0
"775718",0
