"","x"
"79042",1
"79291",1
"79477",1
"79554",1
"80558",1
"80563",1
"80565",1
"80613",1
"81960",1
"81987",1
"82434",1
"83157",1
"83642",1
"83714",1
"83836",1
"83839",1
"83979",1
"84691",1
"84827",1
"84829",1
"85078",1
"86424",1
"86446",1
"87465",1
"89983",1
"90460",1
"90646",1
"92196",1
"94341",1
"94385",1
"96891",1
"96896",1
"97347",1
"99159",1
"101089",1
"101536",1
"103178",1
"103740",1
"103753",1
"103773",1
"103775",1
"103776",1
"103833",1
"103890",1
"103893",1
"104273",1
"104277",1
"104280",1
"104708",1
"104709",1
"104763",1
"104764",1
"104769",1
"104821",1
"104827",1
"104830",1
"104835",1
"104853",1
"104855",1
"104889",1
"104911",1
"104912",1
"104916",1
"104933",1
"104938",1
"104939",1
"104941",1
"104959",1
"105004",1
"105008",1
"105018",1
"105042",1
"105057",1
"105060",1
"105136",1
"105507",1
"105733",1
"105796",1
"107482",1
"107791",1
"108100",1
"111071",1
"112563",1
"118188",1
"118522",1
"119102",1
"119417",1
"120903",1
"122106",1
"122332",1
"122480",1
"123051",1
"123380",1
"123451",1
"123517",1
"124056",1
"124686",1
"125827",1
"125939",1
"126020",1
"127193",1
"127469",1
"130527",1
"130607",1
"130994",1
"131842",1
"132004",1
"132183",1
"133837",1
"133860",1
"134513",1
"135327",1
"136122",1
"136149",1
"136410",1
"137271",1
"139295",1
"139586",1
"141621",1
"143118",1
"143205",1
"143421",1
"146085",1
"146234",1
"146735",1
"147260",1
"147396",1
"147924",1
"149321",1
"149735",1
"150121",1
"150190",1
"150608",1
"150721",1
"150893",1
"150894",1
"150901",1
"151415",1
"152423",1
"152492",1
"152606",1
"152619",1
"152937",1
"153061",1
"153171",1
"153675",1
"153907",1
"154016",1
"154184",1
"154189",1
"154281",1
"154871",1
"154880",1
"155622",1
"155716",1
"156463",1
"156487",1
"156498",1
"157290",1
"157784",1
"158086",1
"159558",1
"160341",1
"160342",1
"161089",1
"161127",1
"161177",1
"161512",1
"161986",1
"162149",1
"162153",1
"162579",1
"162587",1
"163362",1
"163703",1
"163704",1
"164674",1
"164945",1
"165688",1
"166358",1
"166563",1
"166582",1
"169073",1
"169873",1
"171455",1
"171891",1
"173516",1
"177213",1
"177383",1
"177594",1
"177855",1
"178939",1
"178944",1
"179185",1
"180023",1
"180755",1
"180808",1
"182822",1
"183089",1
"186931",1
"187032",1
"187361",1
"187418",1
"187763",1
"188088",1
"188186",1
"188798",1
"190814",1
"192584",1
"192728",1
"194303",1
"194679",1
"195680",1
"196520",1
"196640",1
"196686",1
"197287",1
"198326",1
"199041",1
"199468",1
"201894",1
"201986",1
"202195",1
"202673",1
"203036",1
"203267",1
"204092",1
"204628",1
"204866",1
"205508",1
"206337",1
"206479",1
"206482",1
"207224",1
"207256",1
"208194",1
"208588",1
"210927",1
"210936",1
"211248",1
"211574",1
"212242",1
"212351",1
"213145",1
"213279",1
"214287",1
"214692",1
"215860",1
"215975",1
"216344",1
"216352",1
"217199",1
"217304",1
"219206",1
"220048",1
"220412",1
"221689",1
"222484",1
"222923",1
"223940",1
"225321",1
"225342",1
"225427",1
"227096",1
"227131",1
"229214",1
"229512",1
"230168",1
"230574",1
"230575",1
"230673",1
"231112",1
"231218",1
"231275",1
"232250",1
"232678",1
"234433",1
"234435",1
"237164",1
"239059",1
"239453",1
"240431",1
"243286",1
"243406",1
"245735",1
"249522",1
"251575",1
"254377",1
"256830",1
"258907",1
"259092",1
"259726",1
"260709",1
"261869",1
"261942",1
"262268",1
"264129",1
"264948",1
"265554",1
"267751",1
"267935",1
"269181",1
"270430",1
"272267",1
"272685",1
"274799",1
"275009",1
"275634",1
"275886",1
"278021",1
"278681",1
"279515",1
"280440",1
"280821",1
"282892",1
"283610",1
"283614",1
"284623",1
"285751",1
"285772",1
"285871",1
"286291",1
"286415",1
"286868",1
"288260",1
"290982",1
"291878",1
"292933",1
"292936",1
"293460",1
"293628",1
"293633",1
"293692",1
"293704",1
"294841",1
"295644",1
"295692",1
"295731",1
"296141",1
"296312",1
"296989",1
"297613",1
"298529",1
"298917",1
"299364",1
"300815",1
"301839",1
"302715",1
"303238",1
"304099",1
"304923",1
"305188",1
"306471",1
"306527",1
"306639",1
"307198",1
"308800",1
"310973",1
"311525",1
"311613",1
"311889",1
"311898",1
"311899",1
"314154",1
"314338",1
"315964",1
"316129",1
"317157",1
"317540",1
"323279",1
"325505",1
"325647",1
"326139",1
"327516",1
"327897",1
"328464",1
"328632",1
"328652",1
"329826",1
"330874",1
"332869",1
"333119",1
"333120",1
"333127",1
"333128",1
"333136",1
"333169",1
"333184",1
"333209",1
"333211",1
"333212",1
"333612",1
"333615",1
"333617",1
"333624",1
"333628",1
"333632",1
"333636",1
"333637",1
"333641",1
"333660",1
"333834",1
"333890",1
"334082",1
"334415",1
"334419",1
"334495",1
"334631",1
"334653",1
"334674",1
"335377",1
"335387",1
"335708",1
"335711",1
"335717",1
"335844",1
"335845",1
"335846",1
"335955",1
"335971",1
"336005",1
"336050",1
"336053",1
"336069",1
"336074",1
"336081",1
"336082",1
"336112",1
"336191",1
"336369",1
"336370",1
"336590",1
"336592",1
"336611",1
"336617",1
"336620",1
"336728",1
"336771",1
"336853",1
"337150",1
"337820",1
"337990",1
"338043",1
"338329",1
"338344",1
"338345",1
"338346",1
"338350",1
"338401",1
"338415",1
"338416",1
"338417",1
"338423",1
"338426",1
"338435",1
"338443",1
"338448",1
"338449",1
"338451",1
"338452",1
"338456",1
"338457",1
"338458",1
"338465",1
"338473",1
"338474",1
"338489",1
"338587",1
"338588",1
"338600",1
"338607",1
"338608",1
"338618",1
"338648",1
"338669",1
"338682",1
"338683",1
"338685",1
"338690",1
"338692",1
"338719",1
"338768",1
"338774",1
"338775",1
"338777",1
"338789",1
"338790",1
"338791",1
"338792",1
"338844",1
"338845",1
"340132",1
"340372",1
"340617",1
"340632",1
"341174",1
"342146",1
"342340",1
"343056",1
"344444",1
"344866",1
"345141",1
"345583",1
"346275",1
"346564",1
"348304",1
"348365",1
"353309",1
"353365",1
"355803",1
"356528",1
"357278",1
"357311",1
"361565",1
"361764",1
"361765",1
"361782",1
"361794",1
"361825",1
"362179",1
"363464",1
"364227",1
"364700",1
"364854",1
"367122",1
"367824",1
"368079",1
"368115",1
"368131",1
"369528",1
"369644",1
"369651",1
"369660",1
"369685",1
"369686",1
"369690",1
"369702",1
"369830",1
"370181",1
"370331",1
"370600",1
"370602",1
"370607",1
"370611",1
"370614",1
"370615",1
"370720",1
"370734",1
"370750",1
"370751",1
"370754",1
"370827",1
"371297",1
"371955",1
"371969",1
"372465",1
"372913",1
"373282",1
"373283",1
"374173",1
"374353",1
"374391",1
"374697",1
"374707",1
"374925",1
"376774",1
"377014",1
"377865",1
"378407",1
"379528",1
"381705",1
"383460",1
"383716",1
"384380",1
"386013",1
"386432",1
"386935",1
"387353",1
"389757",1
"391616",1
"391655",1
"391853",1
"392261",1
"392479",1
"393142",1
"393952",1
"396199",1
"396811",1
"396896",1
"397260",1
"397275",1
"397894",1
"401318",1
"401678",1
"403364",1
"403920",1
"403980",1
"404130",1
"404326",1
"406136",1
"407411",1
"407877",1
"408723",1
"409152",1
"409824",1
"411386",1
"412339",1
"413498",1
"413508",1
"414486",1
"416689",1
"417445",1
"420008",1
"420873",1
"421942",1
"422879",1
"423722",1
"423737",1
"423989",1
"424058",1
"424089",1
"424092",1
"424108",1
"424143",1
"424733",1
"424982",1
"425059",1
"425079",1
"425145",1
"425342",1
"425343",1
"425345",1
"425538",1
"425541",1
"425878",1
"426194",1
"426235",1
"426530",1
"426591",1
"426592",1
"426601",1
"426606",1
"426607",1
"426626",1
"426688",1
"426969",1
"426971",1
"426973",1
"426977",1
"426978",1
"426979",1
"426983",1
"426984",1
"426988",1
"426989",1
"426991",1
"426992",1
"426993",1
"426994",1
"426998",1
"427242",1
"427360",1
"428328",1
"428525",1
"428699",1
"428772",1
"428832",1
"428841",1
"429088",1
"429416",1
"429546",1
"429608",1
"429717",1
"429718",1
"429721",1
"429722",1
"429727",1
"429731",1
"429747",1
"429748",1
"429749",1
"429751",1
"430169",1
"430757",1
"431428",1
"431882",1
"432140",1
"432251",1
"432537",1
"432935",1
"433516",1
"433623",1
"435191",1
"435265",1
"438159",1
"440639",1
"441140",1
"441590",1
"441824",1
"441936",1
"443278",1
"444352",1
"445781",1
"446166",1
"447412",1
"449396",1
"450641",1
"450713",1
"453059",1
"453367",1
"453471",1
"454123",1
"454168",1
"454296",1
"454334",1
"454974",1
"455072",1
"455737",1
"456282",1
"456595",1
"456677",1
"457453",1
"460414",1
"465301",1
"471403",1
"471704",1
"472708",1
"473226",1
"473388",1
"473895",1
"474064",1
"475181",1
"475463",1
"475649",1
"475792",1
"476105",1
"476449",1
"477237",1
"477641",1
"477643",1
"477757",1
"479635",1
"481377",1
"481534",1
"481572",1
"482611",1
"483268",1
"483301",1
"483938",1
"484008",1
"484599",1
"485813",1
"487576",1
"487855",1
"488040",1
"488984",1
"489076",1
"489938",1
"491594",1
"491745",1
"492153",1
"493702",1
"494997",1
"495158",1
"497163",1
"497494",1
"497685",1
"498534",1
"498560",1
"499227",1
"500342",1
"501355",1
"501538",1
"502592",1
"503216",1
"503346",1
"503357",1
"503878",1
"504097",1
"504507",1
"505977",1
"507031",1
"507047",1
"507797",1
"509119",1
"510109",1
"510678",1
"513260",1
"513893",1
"517361",1
"518438",1
"518990",1
"521421",1
"523924",1
"523960",1
"524894",1
"525836",1
"527898",1
"533550",1
"534694",1
"535670",1
"535698",1
"535891",1
"537053",1
"541204",1
"541265",1
"541766",1
"542017",1
"542517",1
"544448",1
"544464",1
"545980",1
"546150",1
"546360",1
"546591",1
"546917",1
"549366",1
"550088",1
"550518",1
"551528",1
"552498",1
"553443",1
"553616",1
"554043",1
"554280",1
"555369",1
"555994",1
"557333",1
"557381",1
"558504",1
"559922",1
"561005",1
"561779",1
"561780",1
"562570",1
"563423",1
"564160",1
"564591",1
"564874",1
"565173",1
"565658",1
"569791",1
"569899",1
"569925",1
"569955",1
"570514",1
"570725",1
"571221",1
"571365",1
"571621",1
"571752",1
"572594",1
"573224",1
"573265",1
"574171",1
"575682",1
"575910",1
"577208",1
"577383",1
"579165",1
"579202",1
"579434",1
"579821",1
"579843",1
"580200",1
"580697",1
"580775",1
"580776",1
"581343",1
"581375",1
"581387",1
"581415",1
"581534",1
"583174",1
"583641",1
"584020",1
"584174",1
"584441",1
"585894",1
"588864",1
"588946",1
"589539",1
"590439",1
"591508",1
"591513",1
"593680",1
"597819",1
"598478",1
"599871",1
"600119",1
"601928",1
"604304",1
"605153",1
"608778",1
"609257",1
"610123",1
"611051",1
"612160",1
"612582",1
"614869",1
"616091",1
"618268",1
"620628",1
"621601",1
"621674",1
"623300",1
"623301",1
"623303",1
"623561",1
"623575",1
"623897",1
"624028",1
"625539",1
"627488",1
"628867",1
"628898",1
"629243",1
"629928",1
"630725",1
"631046",1
"631197",1
"631327",1
"631357",1
"631389",1
"631394",1
"631431",1
"631937",1
"632150",1
"632458",1
"633252",1
"633261",1
"634818",1
"635226",1
"635636",1
"636249",1
"636706",1
"637322",1
"637733",1
"637925",1
"638215",1
"638283",1
"640865",1
"640957",1
"644020",1
"645818",1
"648005",1
"648859",1
"648993",1
"653878",1
"654876",1
"655166",1
"655989",1
"656268",1
"656844",1
"657084",1
"657145",1
"657272",1
"657898",1
"659023",1
"659344",1
"659909",1
"662441",1
"662723",1
"662914",1
"664252",1
"664794",1
"665296",1
"667514",1
"668519",1
"668699",1
"669036",1
"669401",1
"670548",1
"671409",1
"672502",1
"672503",1
"672508",1
"672515",1
"672535",1
"672613",1
"672724",1
"672744",1
"673241",1
"673347",1
"673567",1
"673776",1
"673787",1
"675114",1
"675152",1
"675154",1
"675164",1
"675182",1
"675186",1
"675676",1
"677572",1
"677688",1
"680008",1
"683832",1
"684366",1
"684394",1
"685345",1
"685464",1
"685525",1
"685611",1
"685794",1
"686267",1
"686314",1
"686658",1
"686797",1
"686930",1
"686975",1
"687413",1
"688403",1
"688795",1
"690170",1
"690453",1
"690468",1
"691890",1
"694534",1
"695157",1
"696071",1
"696920",1
"698971",1
"699843",1
"704141",1
"704243",1
"704246",1
"704247",1
"707336",1
"707337",1
"707922",1
"709229",1
"710416",1
"711397",1
"711700",1
"712696",1
"713313",1
"714443",1
"716921",1
"717484",1
"717486",1
"718987",1
"719356",1
"721376",1
"725193",1
"726706",1
"727724",1
"731045",1
"732422",1
"734661",1
"735675",1
"736298",1
"736713",1
"738525",1
"738905",1
"739025",1
"739440",1
"739594",1
"742637",1
"742971",1
"744114",1
"744357",1
"744824",1
"745852",1
"746246",1
"747784",1
"748332",1
"749894",1
"751300",1
"751950",1
"752002",1
"752346",1
"752805",1
"753565",1
"754189",1
"756219",1
"756980",1
"757142",1
"757185",1
"757591",1
"758325",1
"758526",1
"760109",1
"760118",1
"761158",1
"763034",1
"764825",1
"764844",1
"764998",1
"765153",1
"766648",1
"767417",1
"767419",1
"768006",1
"769136",1
"769666",1
"769965",1
"770043",1
"771276",1
"771930",1
"772026",1
"773371",1
"773500",1
"773812",1
"775642",1
"775718",1
"776103",1
"776185",1
"777454",1
"779382",1
"779618",1
"780477",1
"781279",1
"781398",1
"781690",1
"782263",1
"783604",1
"784781",1
"788262",1
"788609",1
"790752",1
"791252",1
"793369",1
"794524",1
"794937",1
"795561",1
"795994",1
"796512",1
"796879",1
"797100",1
"797315",1
"797739",1
"798358",1
"799069",1
"799139",1
"799332",1
"799669",1
"800182",1
"800207",1
"802378",1
"802503",1
"802632",1
"803257",1
"803467",1
"804045",1
"805666",1
"806284",1
"806608",1
"807086",1
"808456",1
"809959",1
"811756",1
"812811",1
"814680",1
"815551",1
"815786",1
"816525",1
"817530",1
"817859",1
"820486",1
"820755",1
"821557",1
"822658",1
"822893",1
"822921",1
"825360",1
"825885",1
"826759",1
"827956",1
"828822",1
"830871",1
"832711",1
"832805",1
"832863",1
"835614",1
"836374",1
"836375",1
"836378",1
"836381",1
"836382",1
"836389",1
"836780",1
"837215",1
"837316",1
"837328",1
"837465",1
"837914",1
"837917",1
"837925",1
"838958",1
"839092",1
"839100",1
"839177",1
"839689",1
"839952",1
"839979",1
"839980",1
"839984",1
"839985",1
"839988",1
"840059",1
"840181",1
"840209",1
"840466",1
"840484",1
"840602",1
"840797",1
"840798",1
"841247",1
"841281",1
"841767",1
"842033",1
"845657",1
"846767",1
"847998",1
"848716",1
"849489",1
"850182",1
"850542",1
"850594",1
"852777",1
"852913",1
"854255",1
"854607",1
"854926",1
"855274",1
"857699",1
"858429",1
"859012",1
"859134",1
"859247",1
"860310",1
"860531",1
"861219",1
"862485",1
"862990",1
"863081",1
"863808",1
"864471",1
"865094",1
"866054",1
"868084",1
"868151",1
"868177",1
"869182",1
"869963",1
"870190",1
"874838",1
"874839",1
"875707",1
"876144",1
"876503",1
"876636",1
"876884",1
"877034",1
"877225",1
"879329",1
"880565",1
"881530",1
"881720",1
"881778",1
"882260",1
"882719",1
"885545",1
"886009",1
"886664",1
"888650",1
"888781",1
"888792",1
"888995",1
"889023",1
"889847",1
"889848",1
"890378",1
"890552",1
"890721",1
"891014",1
"891040",1
"891164",1
"891514",1
"891759",1
"892275",1
"892419",1
"893120",1
"893217",1
"893656",1
"893736",1
"893898",1
"894388",1
"895064",1
"895167",1
"897212",1
"899322",1
"900224",1
"900653",1
"902416",1
"902791",1
"903540",1
"903553",1
"903636",1
"903916",1
"906860",1
"906998",1
"907049",1
"908189",1
"908946",1
"909169",1
"909727",1
"910189",1
"910351",1
"916299",1
"916532",1
"916589",1
"916641",1
"916689",1
"917384",1
"917408",1
"917473",1
"917557",1
"917671",1
"917680",1
"917908",1
"918419",1
"918768",1
"919354",1
"919396",1
"919427",1
"919429",1
"919562",1
"919565",1
"919566",1
"919567",1
"919577",1
"921816",1
"922116",1
"923068",1
"924881",1
"925165",1
"925456",1
"925831",1
"925832",1
"925835",1
"926414",1
"926828",1
"926961",1
"926962",1
"926963",1
"926967",1
"926968",1
"927039",1
"927066",1
"927067",1
"927082",1
"927084",1
"927095",1
"927388",1
"927435",1
"927442",1
"927851",1
"927933",1
"928161",1
"928231",1
"928920",1
"928921",1
"929022",1
"929104",1
"929116",1
"929487",1
"929502",1
"931126",1
"931520",1
"932096",1
"932207",1
"932283",1
"934233",1
"934614",1
"935426",1
"935430",1
"935716",1
"936596",1
"937286",1
"938239",1
"938243",1
"938741",1
"940605",1
"941725",1
"941848",1
"942482",1
"944004",1
"944225",1
"945217",1
"947432",1
"947433",1
"949538",1
"951705",1
"952005",1
"952056",1
"952364",1
"953236",1
"954104",1
"954207",1
"954210",1
"954471",1
"954909",1
"955527",1
"956954",1
"957120",1
"958490",1
"958603",1
"958819",1
"958925",1
"959438",1
"959520",1
"959576",1
"959717",1
"959830",1
"959907",1
"960002",1
"960220",1
"960268",1
"960328",1
"960370",1
"960983",1
"961302",1
"963976",1
"964531",1
"964547",1
"964638",1
"964676",1
"964827",1
"964926",1
"964966",1
"965046",1
"965879",1
"965892",1
"966248",1
"966491",1
"966590",1
"966655",1
"966741",1
"967371",1
"968429",1
"968443",1
"968709",1
"968968",1
"969670",1
"969716",1
"969765",1
"972481",1
"972983",1
"976892",1
"976899",1
"976900",1
"976909",1
"978352",1
"979707",1
"980629",1
"981673",1
"983488",1
"985048",1
"985624",1
"986466",1
"986518",1
"986674",1
"987018",1
"987588",1
"987594",1
"988784",1
"989300",1
"991518",1
"991899",1
"993146",1
"993349",1
"994489",1
"996208",1
"996349",1
"998209",1
"998509",1
"999516",1
"1001128",1
"1006939",1
"1007650",1
"1009984",1
"1010471",1
"1011515",1
"1011612",1
"1012531",1
"1014103",1
"1017840",1
"1017871",1
"1019636",1
"1019703",1
"1019982",1
"1020196",1
"1020946",1
"1022007",1
"1023887",1
"1024350",1
"1024824",1
"1025022",1
"1028221",1
"1028456",1
"1028775",1
"1029675",1
"1030356",1
"1030841",1
"1032277",1
"1034212",1
"1034281",1
"1034762",1
"1035232",1
"1035430",1
"1037016",1
"1038003",1
"1038888",1
"1039227",1
"1040020",1
"1040054",1
"1040255",1
"1040362",1
"1040454",1
"1042518",1
"1045335",1
"1047169",1
"1048065",1
"1048784",1
"1052870",1
"1053501",1
"1054788",1
"1054826",1
"1057792",1
"1057994",1
"1058891",1
"1060220",1
"1061680",1
"1063370",1
"1065433",1
"1065750",1
"1066835",1
"1066925",1
"1067257",1
"1067294",1
"1067779",1
"1068155",1
"1068436",1
"1069436",1
"1070348",1
"1070363",1
"1070414",1
"1070706",1
"1071970",1
"1073037",1
"1074562",1
"1074815",1
"1074905",1
"1075283",1
"1075954",1
"1076313",1
"1076693",1
"1076884",1
"1077316",1
"1077933",1
"1079286",1
"1079931",1
"1080196",1
"1080445",1
"1080503",1
"1080532",1
"1081685",1
"1082449",1
"1083580",1
"1084632",1
"1084690",1
"1087197",1
"1087283",1
"1087949",1
"1090192",1
"1090633",1
"1090978",1
"1091257",1
"1091418",1
"1091475",1
"1091476",1
"1091479",1
"1091954",1
"1091972",1
"1092179",1
"1092344",1
"1093326",1
"1093463",1
"1093466",1
"1093492",1
"1093587",1
"1093906",1
"1093931",1
"1093932",1
"1093938",1
"1093951",1
"1094114",1
"1094143",1
"1094231",1
"1094232",1
"1094353",1
"1094379",1
"1094535",1
"1094598",1
"1094738",1
"1095648",1
"1095682",1
"1095946",1
"1095948",1
"1095949",1
"1095985",1
"1095994",1
"1096002",1
"1096015",1
"1096020",1
"1096072",1
"1096199",1
"1096209",1
"1096239",1
"1096243",1
"1096303",1
"1096326",1
"1096327",1
"1096402",1
"1096474",1
"1096512",1
"1096514",1
"1096571",1
"1096637",1
"1097224",1
"1097446",1
"1098527",1
"1099062",1
"1099695",1
"1100238",1
"1100965",1
"1101209",1
"1101357",1
"1101713",1
"1102121",1
"1102472",1
"1102530",1
"1102650",1
"1102712",1
"1103253",1
"1103660",1
"1104694",1
"1105591",1
"1105690",1
"1105691",1
"1106426",1
"1106963",1
"1107281",1
"1107438",1
"1107921",1
"1107944",1
"1108264",1
"1108525",1
"1109261",1
"1109979",1
"1110377",1
"1111682",1
"1111830",1
"1111929",1
"1115487",1
"1115800",1
"1116630",1
"1117722",1
"1123120",1
"1125260",1
"1126893",1
"1127497",1
"1127652",1
"1130199",1
"1130530",1
"1131148",1
"1135255",1
"1140644",1
"1141569",1
"1142270",1
"1143730",1
"1144589",1
"1144668",1
"1145852",1
"1147445",1
"1148200",1
"1148259",1
"1148263",1
"1148550",1
"1148934",1
"1149042",1
"1149146",1
"1149555",1
"1150093",1
"1150220",1
"1150589",1
"1150632",1
"1151008",1
"1151058",1
"1151086",1
"1151308",1
"1153520",1
"1153680",1
"1154622",1
"1155578",1
"1155888",1
"1156966",1
"1157360",1
"1159123",1
"1159166",1
"1159750",1
"1160561",1
"1160774",1
"1161030",1
"1161055",1
"1161725",1
"1162278",1
"1163138",1
"1163812",1
"1164294",1
"1164340",1
"1164575",1
"1164813",1
"1165118",1
"1165525",1
"1165526",1
"1167273",1
"1168013",1
"1168781",1
"1169009",1
"1169452",1
"1169970",1
"1170409",1
"1172090",1
"1173755",1
"1174119",1
"1175348",1
"1175452",1
"1175750",1
"1176224",1
"1177162",1
"1177999",1
"1178121",1
"1178947",1
"1179204",1
"1183295",1
"1188550",1
"1189093",1
"1189163",1
"1189436",1
"1189926",1
"1190098",1
"1190159",1
"1191171",1
"1191341",1
"1191343",1
"1191347",1
"1191349",1
"1191353",1
"1191354",1
"1191359",1
"1191360",1
"1191364",1
"1191381",1
"1191392",1
"1191443",1
"1191458",1
"1191466",1
"1191467",1
"1191468",1
"1191474",1
"1191502",1
"1191700",1
"1191746",1
"1194268",1
"1196742",1
"1196845",1
"1196968",1
"1197162",1
"1197256",1
"1197320",1
"1199552",1
"1200100",1
"1200423",1
"1200617",1
"1201586",1
"1201783",1
"1202945",1
"1203401",1
"1203698",1
"1208586",1
"1211374",1
"1211474",1
"1211524",1
"1212081",1
"1212127",1
"1212159",1
"1212167",1
"1212168",1
"1212169",1
"1212174",1
"1212330",1
"1212331",1
"1212339",1
"1212340",1
"1212355",1
"1212437",1
"1212613",1
"1212647",1
"1213393",1
"1213634",1
"1213647",1
"1213697",1
"1213700",1
"1213969",1
"1214144",1
"1214201",1
"1215109",1
"1215110",1
"1215632",1
"1215747",1
"1215748",1
"1216094",1
"1217070",1
"1217162",1
"1217622",1
"1217660",1
"1217684",1
"1217890",1
"1218663",1
"1218742",1
"1218901",1
"1220685",1
"1221471",1
"1224372",1
"1225327",1
"1225467",1
"1227222",1
"1227634",1
"1227835",1
"1230783",1
"1231343",1
"1232042",1
"1232820",1
"1234267",1
"1236170",1
"1237541",1
"1240119",1
"1241359",1
"1243514",1
"1248064",1
"1248387",1
"1248941",1
"1248983",1
"1249635",1
"1250309",1
"1250345",1
"1251038",1
"1251204",1
"1251937",1
"1252058",1
"1252169",1
"1254567",1
"1254587",1
"1254588",1
"1257830",1
"1262870",1
"1262968",1
"1263151",1
"1263796",1
"1263817",1
"1264260",1
"1264339",1
"1264770",1
"1265075",1
"1265194",1
"1265589",1
"1265953",1
"1267490",1
"1272015",1
"1272169",1
"1272904",1
"1273076",1
"1273255",1
"1275962",1
"1276326",1
"1276327",1
"1276345",1
"1276364",1
"1276365",1
"1276368",1
"1276371",1
"1276379",1
"1276397",1
"1276419",1
"1276421",1
"1276428",1
"1276437",1
"1276593",1
"1276688",1
"1276689",1
"1276776",1
"1276779",1
"1276798",1
"1276847",1
"1276848",1
"1276850",1
"1276851",1
"1276857",1
"1276887",1
"1276890",1
"1276943",1
"1277735",1
"1277736",1
"1277742",1
"1277743",1
"1277800",1
"1277874",1
"1277875",1
"1278170",1
"1278283",1
"1278588",1
"1281036",1
"1281123",1
"1281776",1
"1282973",1
"1284753",1
"1285006",1
"1285917",1
"1286771",1
"1288703",1
"1292107",1
"1292469",1
"1293338",1
"1294361",1
"1295271",1
"1295469",1
"1295499",1
"1298228",1
"1299310",1
"1302225",1
"1302486",1
"1303100",1
"1304676",1
"1305436",1
"1305497",1
"1305531",1
"1305597",1
"1305659",1
"1305866",1
"1306227",1
"1306264",1
"1306302",1
"1306599",1
"1306658",1
"1306737",1
"1307492",1
"1307603",1
"1308289",1
"1309833",1
"1309993",1
"1310317",1
"1312162",1
"1312542",1
"1313275",1
"1313278",1
"1313406",1
"1315998",1
"1317661",1
"1318569",1
"1320834",1
"1322747",1
"1323142",1
"1324730",1
"1327339",1
"1327376",1
"1327896",1
"1328693",1
"1329240",1
"1329349",1
"1331000",1
"1331567",1
"1331955",1
"1333667",1
"1333668",1
"1333674",1
"1333675",1
"1336170",1
"1338178",1
"1338758",1
"1338760",1
"1339232",1
"1339405",1
"1339438",1
"1339441",1
"1339442",1
"1339747",1
"1339780",1
"1339843",1
"1339845",1
"1339847",1
"1339867",1
"1339870",1
"1339873",1
"1339874",1
"1339875",1
"1339879",1
"1339884",1
"1339886",1
"1339888",1
"1339891",1
"1339900",1
"1339972",1
"1340141",1
"1340142",1
"1340214",1
"1340658",1
"1340659",1
"1340663",1
"1340673",1
"1340784",1
"1340787",1
"1340790",1
"1340836",1
"1340922",1
"1340959",1
"1341029",1
"1341035",1
"1341038",1
"1341079",1
"1341108",1
"1341109",1
"1341180",1
"1341260",1
"1341301",1
"1341630",1
"1341756",1
"1342069",1
"1342075",1
"1342080",1
"1342102",1
"1342587",1
"1342721",1
"1342726",1
"1342789",1
"1342913",1
"1344324",1
"1345976",1
"1347772",1
"1349341",1
"1349739",1
"1350263",1
"1351178",1
"1351261",1
"1353468",1
"1354443",1
"1356141",1
"1356960",1
"1357314",1
